date,gap,side,entry,exit,net,scenario,asset,net_points
2016-05-24 00:00:00,0.00497181566037308,1,178.3537,178.5496,0.0008983792318297603,PRIMARY,SPY,
2016-05-25 00:00:00,0.003945159718839131,1,180.4075,180.5285,0.00047070382328893176,PRIMARY,SPY,
2016-06-01 00:00:00,-0.0037164248224759167,-1,180.5976,180.5976,-0.0002,PRIMARY,SPY,
2016-06-02 00:00:00,-0.002235507587352248,-1,181.2803,181.2716,-0.00015200802293460197,PRIMARY,SPY,
2016-06-03 00:00:00,-0.003129103072754047,-1,181.5654,181.3408,0.0010370198286678623,PRIMARY,SPY,
2016-06-09 00:00:00,-0.003909151600201666,-1,182.6802,182.8357,-0.0010512143078449609,PRIMARY,SPY,
2016-06-10 00:00:00,-0.007310844054794874,-1,181.937,181.6951,0.0011295811187390426,PRIMARY,SPY,
2016-06-13 00:00:00,-0.003332374772892721,-1,181.2025,180.926,0.001325917136904864,PRIMARY,SPY,
2016-06-14 00:00:00,-0.002110788059002111,-1,179.9495,180.0964,-0.001016340139872418,PRIMARY,SPY,
2016-06-15 00:00:00,0.0022106520617179992,1,180.0877,180.2692,0.0008078422901731443,PRIMARY,SPY,
2016-06-16 00:00:00,-0.00490959526753787,-1,178.5755,178.3327,0.0011596490000028493,PRIMARY,SPY,
2016-06-20 00:00:00,0.01084330098212738,1,181.5928,181.7491,0.00066071694472456,PRIMARY,SPY,
2016-06-21 00:00:00,0.0020685747769013663,1,180.8284,180.8284,-0.0002,PRIMARY,SPY,
2016-06-23 00:00:00,0.00845985676509109,1,182.1748,182.0879,-0.0006770143839872842,PRIMARY,SPY,
2016-06-24 00:00:00,-0.03419806813404025,-1,177.6665,178.1616,-0.0029866817886319507,PRIMARY,SPY,
2016-06-27 00:00:00,-0.00802080117374826,-1,174.8607,174.5045,0.0018370500632789223,PRIMARY,SPY,
2016-06-28 00:00:00,0.009469053550303697,1,175.0692,175.3471,0.001387372307636059,PRIMARY,SPY,
2016-06-29 00:00:00,0.008109369971306624,1,178.2224,178.0617,-0.001101682392336678,PRIMARY,SPY,
2016-06-30 00:00:00,0.0026130007230174,1,179.8728,179.8902,-0.00010326497391501804,PRIMARY,SPY,
2016-07-05 00:00:00,-0.004146040249014771,-1,181.406,181.3539,8.720108485935646e-05,PRIMARY,SPY,
2016-07-06 00:00:00,-0.00287869599269186,-1,180.3506,180.229,0.00047424228142276556,PRIMARY,SPY,
2016-07-08 00:00:00,0.007254558410897838,1,183.1303,183.2606,0.0005115152435179795,PRIMARY,SPY,
2016-07-11 00:00:00,0.002539520647206972,1,185.4409,185.4757,-1.2339133384409005e-05,PRIMARY,SPY,
