landmark_i,side,eidx,pidx,iou,center_err_vseg,lo_err_vseg,hi_err_vseg,score_exact,score_proxy,score_abs_err
1590,-1,58,58,0.9951887984726849,0.023255813952922706,0.009441594428876942,0.009855413476494644,0.71274509804712,0.7171620715903446,0.004416973543224567
1590,1,59,59,0.9703108658199592,0.04651162790690296,0.04190797573626102,0.2539236895529087,0.8116162858227185,0.8111070152475381,0.0005092705751803539
1590,1,60,60,0.9934549373282436,0.0,0.00151205798152388,0.007545978876293016,0.4236485945415513,0.42410289742870344,0.00045430288715214706
1590,1,62,61,0.998375909860605,0.0,0.0008919030564308606,0.007568894558734021,0.1148480691402898,0.11488693168970096,3.886254941115608e-05
1590,1,63,62,0.9838221297643772,0.0,0.011422176027707105,0.014739001572210461,0.0304980824660974,0.030534273065763964,3.619059966656485e-05
1605,-1,64,63,0.9977592105016,0.02325581395400485,0.0010299127161280696,0.0034924667203141443,0.38148220307631237,0.37390829160894606,0.007573911467366301
1605,-1,65,64,0.9951887984726849,0.023255813952947298,0.009441594428886927,0.009855413476505067,0.6153221147750777,0.612947375091909,0.002374739683168703
1605,1,66,65,0.9901808186138752,0.023255813952947298,0.003312646564409494,0.011627870403682343,0.5038613111294967,0.5101264818895045,0.0062651707600077655
1605,1,68,66,0.9983759098604019,0.0,0.0008919030564318038,0.007568894559799578,0.1399265567162287,0.1361633161414163,0.003763240574812393
1605,1,69,67,0.9838221297643772,0.0,0.011422176027719184,0.01473900157222605,0.03394906962626497,0.03399846893882893,4.939931256395941e-05
1620,-1,70,68,0.9977592105016,0.02325581395400485,0.0010299127161280696,0.0034924667203141443,0.37539459378416645,0.3675291579608664,0.007865435823300071
