scenario,target_r,dimension,group,trades,mean_net_R,sum_net_R,pf_net,tp_pct,positive_years,active_years
S10_C6,2.0,doz_anchor_variant,DOZ_LAST,64,0.13596326758323923,8.701649125327311,1.2695644581909722,28.125,8,15
S10_C6,2.0,objective_anchor_variant,ASIA_CME_HIGH,20,-0.0489086985840642,-0.9781739716812841,0.9189365798419302,25.0,3,11
S10_C6,2.0,objective_anchor_variant,ASIA_CME_LOW,30,0.31568266776972886,9.470480033091865,1.5867185557017833,40.0,9,13
S10_C6,2.0,objective_anchor_variant,LONDON_HIGH,25,0.20167535120795757,5.04188378019894,1.4269063005555938,28.000000000000004,6,11
S10_C6,2.0,objective_anchor_variant,LONDON_LOW,40,0.5564245294169679,22.256981176678714,2.3042725695935022,50.0,7,15
S10_C6,2.0,objective_anchor_variant,NY_AM_HIGH,52,0.26045418229641043,13.543617479413342,1.5244742944171454,32.69230769230769,9,14
S10_C6,2.0,objective_anchor_variant,NY_AM_LOW,42,0.44834734058294873,18.830588304483847,2.012228840212335,35.714285714285715,10,14
S10_C6,2.0,objective_anchor_variant,NY_PM_HIGH,25,0.051004287407289774,1.2751071851822444,1.097551583395807,28.000000000000004,5,11
S10_C6,2.0,objective_anchor_variant,NY_PM_LOW,15,0.9385335519898024,14.078003279847035,4.906356274275072,46.666666666666664,6,8
S10_C6,2.0,objective_anchor_variant,PDH,17,0.33130845478965587,5.63224373142415,1.7681277203589592,35.294117647058826,5,10
S10_C6,2.0,objective_anchor_variant,PDL,16,-0.08315015906571824,-1.3304025450514918,0.8612052605561019,18.75,4,8
S10_C6,2.0,objective_anchor_variant,TRANSITION_HIGH,12,0.1966071592219938,2.3592859106639255,1.4575853458977037,16.666666666666664,5,8
S10_C6,2.0,objective_anchor_variant,TRANSITION_LOW,10,0.09677303209397874,0.9677303209397874,1.206106973736305,10.0,4,8
S10_C6,2.0,doz_tradable_age_bucket,1-3d,73,0.4022626281875997,29.36517185769478,1.8629211073977736,39.726027397260275,11,15
S10_C6,2.0,doz_tradable_age_bucket,1-4h,14,0.18163236868494476,2.5428531615892265,1.4092558517730924,14.285714285714285,4,9
S10_C6,2.0,doz_tradable_age_bucket,12-24h,33,0.4016834676590406,13.25555443274834,1.9203751931766906,33.33333333333333,8,12
S10_C6,2.0,doz_tradable_age_bucket,3-7d,37,0.44356649604774956,16.411960353766734,2.0890918665004006,40.54054054054054,9,13
S10_C6,2.0,doz_tradable_age_bucket,4-12h,60,0.009862645813488965,0.5917587488093379,1.016591885578559,28.333333333333332,6,15
S10_C6,2.0,doz_tradable_age_bucket,7-30d,42,0.6602029015483342,27.728521865030036,2.9051186369283957,40.476190476190474,10,15
S10_C6,2.0,doz_tradable_age_bucket,<1h,7,-0.050632102693320045,-0.35442471885324034,0.9003427288272562,14.285714285714285,3,7
S10_C6,2.0,doz_tradable_age_bucket,>=30d,38,0.04226181537910183,1.6059489844058694,1.0748285219590559,26.31578947368421,8,15
S10_C6,2.5,direction,LONG,154,0.32410322160483357,49.91189612714437,1.6244713575478682,26.623376623376622,10,15
S10_C6,2.5,direction,SHORT,150,0.2459556380602514,36.89334570903771,1.4803894560075013,24.666666666666668,9,15
S10_C6,2.5,contact_session,ASIA_CME,80,0.2755529827273425,22.0442386181874,1.6498582872365335,15.0,9,15
S10_C6,2.5,contact_session,LONDON,61,0.10075284413831326,6.145923492437109,1.1715044911443195,22.950819672131146,7,15
S10_C6,2.5,contact_session,NY_AM,116,0.4632828930135345,53.74081558957,1.865996399193934,36.206896551724135,12,15
S10_C6,2.5,contact_session,NY_PM,39,0.16830908625562888,6.564054363969526,1.2979643069598494,25.64102564102564,7,15
S10_C6,2.5,contact_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.5,confirmation_session,ASIA_CME,80,0.2755529827273425,22.0442386181874,1.6498582872365335,15.0,9,15
S10_C6,2.5,confirmation_session,LONDON,61,0.10075284413831326,6.145923492437109,1.1715044911443195,22.950819672131146,7,15
S10_C6,2.5,confirmation_session,NY_AM,116,0.4632828930135345,53.74081558957,1.865996399193934,36.206896551724135,12,15
S10_C6,2.5,confirmation_session,NY_PM,39,0.16830908625562888,6.564054363969526,1.2979643069598494,25.64102564102564,7,15
S10_C6,2.5,confirmation_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.5,entry_session,ASIA_CME,80,0.2755529827273425,22.0442386181874,1.6498582872365335,15.0,9,15
S10_C6,2.5,entry_session,LONDON,61,0.10075284413831326,6.145923492437109,1.1715044911443195,22.950819672131146,7,15
S10_C6,2.5,entry_session,NY_AM,116,0.4632828930135345,53.74081558957,1.865996399193934,36.206896551724135,12,15
S10_C6,2.5,entry_session,NY_PM,39,0.16830908625562888,6.564054363969526,1.2979643069598494,25.64102564102564,7,15
S10_C6,2.5,entry_session,TRANSITION,8,-0.2112237784977426,-1.6897902279819408,0.41371720072807183,0.0,3,6
S10_C6,2.5,exit_session,ASIA_CME,80,0.2805141897258455,22.441135178067643,1.6612309863851886,15.0,9,15
S10_C6,2.5,exit_session,LONDON,49,-0.11202029567299442,-5.4889944879767265,0.8184312317766784,16.3265306122449,6,14
S10_C6,2.5,exit_session,NY_AM,117,0.47999584620388447,56.15951400585448,1.9101780315101988,37.60683760683761,11,15
S10_C6,2.5,exit_session,NY_PM,50,0.2846340766666751,14.231703833333757,1.5035309940240935,28.000000000000004,8,15
