date,open,high,low,close,bars,last_min,sma200,atr14,prior_close,prior_sma200,prior_atr14
2004-09-10,29.4736,29.9675,29.3629,29.9139,78,955,30.483805500000003,0.4921436002548946,29.4395,30.480228999999998,0.48349310796680944
2004-09-13,30.0101,30.4189,29.9343,30.1804,78,955,30.490161999999994,0.49306191452240206,29.9139,30.483805500000003,0.4921436002548946
2004-09-14,30.1889,30.4189,30.1123,30.3593,78,955,30.496603999999998,0.47974320634223044,30.1804,30.490161999999994,0.49306191452240206
2004-09-15,30.1634,30.1889,29.9079,29.9811,78,955,30.496533,0.4777186916034997,30.3593,30.496603999999998,0.47974320634223044
2004-09-16,30.0271,30.2911,29.9164,30.011,78,955,30.497062500000002,0.47036021363182123,29.9811,30.496533,0.4777186916034997
2004-09-17,30.0016,30.2485,29.942,30.1889,78,955,30.497851500000003,0.45865591265811967,30.011,30.497062500000002,0.47036021363182123
2004-09-20,30.0527,30.4614,29.976,30.1719,78,955,30.495823,0.4605662046111113,30.1889,30.497851500000003,0.45865591265811967
2004-09-21,30.2681,30.5211,30.1804,30.3763,78,955,30.4961785,0.4526114757103176,30.1719,30.495823,0.4605662046111113
2004-09-22,30.1804,30.1974,29.695,29.7631,78,955,30.494450999999998,0.4689463703024378,30.3763,30.4961785,0.4526114757103176
2004-09-23,29.7887,29.9335,29.701,29.8057,78,955,30.491843000000003,0.45205734385226354,29.7631,30.494450999999998,0.4689463703024378
2004-09-24,29.7972,29.9675,29.5928,29.6354,78,955,30.490834999999997,0.44653181929138763,29.8057,30.491843000000003,0.45205734385226354
2004-09-27,29.4821,29.5835,29.2777,29.3288,78,955,30.487442499999997,0.4401866893420029,29.6354,30.490834999999997,0.44653181929138763
2004-09-28,29.4225,29.5417,29.15,29.4566,78,955,30.488222,0.4367233543890027,29.3288,30.487442499999997,0.4401866893420029
2004-09-29,29.4165,29.9079,29.4055,29.8815,78,955,30.490645,0.44141454336121694,29.4566,30.488222,0.4367233543890027
2004-09-30,29.8227,30.0356,29.712,29.9079,78,955,30.490190499999997,0.43299921883541564,29.8815,30.490645,0.44141454336121694
2004-10-01,30.1889,30.785,30.1123,30.751,78,955,30.4939945,0.46472070320431447,29.9079,30.490190499999997,0.43299921883541564
2004-10-04,30.9639,31.1853,30.8702,30.9043,78,955,30.500608000000003,0.46254779583257777,30.751,30.4939945,0.46472070320431447
2004-10-05,30.8532,31.0746,30.7936,30.9469,78,955,30.506795999999998,0.4495800961302507,30.9043,30.500608000000003,0.46254779583257777
2004-10-06,30.9213,31.2108,30.751,31.1938,78,955,30.514643999999997,0.450310089263804,30.9469,30.506795999999998,0.4495800961302507
2004-10-07,31.1172,31.2279,30.8021,30.8336,78,955,30.517413500000004,0.44855936860210394,31.1938,30.514643999999997,0.450310089263804
2004-10-08,30.7254,30.8617,30.2315,30.3303,78,955,30.518177499999997,0.4615336994162393,30.8336,30.517413500000004,0.44855936860210394
2004-10-11,30.4172,30.5381,30.3167,30.4444,78,955,30.5189585,0.4443812923150793,30.3303,30.518177499999997,0.4615336994162393
2004-10-12,30.1719,30.487,29.976,30.4103,78,955,30.5179515,0.4491397714354307,30.4444,30.5189585,0.4443812923150793
2004-10-13,30.6999,30.7765,30.1719,30.3678,78,955,30.51693,0.4602440734757569,30.4103,30.5179515,0.4491397714354307
